,datetime,temp,ws,wdir
430,2019/6/14 22:0,8.675,1.128,204.1
431,2019/6/14 23:0,9.365,0.6,213.817
432,2019/6/15 0:0,5.925,1.045,324.6
433,2019/6/15 1:0,5.38,1.27,262.0
434,2019/6/15 2:0,5.888,1.3,317.033
435,2019/6/15 3:0,6.25,1.105,300.367
436,2019/6/15 4:0,6.122,0.982,224.633
437,2019/6/15 5:0,5.807,1.237,322.167
438,2019/6/15 6:0,6.087,1.927,300.85
439,2019/6/15 7:0,6.965,2.045,325.75
440,2019/6/15 8:0,8.413,2.205,263.233
441,2019/6/15 9:0,8.477,1.03,249.517
442,2019/6/15 10:0,7.953,1.782,298.833
443,2019/6/15 11:0,7.55,1.92,287.683
444,2019/6/15 12:0,7.708,1.987,294.2
445,2019/6/15 13:0,8.198,2.282,327.067
446,2019/6/15 14:0,9.078,2.32,287.2
447,2019/6/15 15:0,10.1,2.265,305.083
448,2019/6/15 16:0,11.995,1.882,276.2
449,2019/6/15 17:0,12.123,1.635,257.217
450,2019/6/15 18:0,11.933,2.332,316.033
451,2019/6/15 19:0,9.995,2.385,287.917
452,2019/6/15 20:0,8.863,2.598,316.317
453,2019/6/15 21:0,8.46,1.752,300.35
454,2019/6/15 22:0,7.332,1.292,242.8
455,2019/6/15 23:0,6.37,1.632,269.533
456,2019/6/16 0:0,5.592,1.75,335.367
457,2019/6/16 1:0,5.638,2.052,339.35
458,2019/6/16 2:0,5.125,1.847,320.8
459,2019/6/16 3:0,4.71,1.59,259.133
460,2019/6/16 4:0,4.762,0.627,269.583
461,2019/6/16 5:0,5.753,0.905,131.7
462,2019/6/16 6:0,5.807,0.662,142.633
463,2019/6/16 7:0,5.97,1.048,157.783
464,2019/6/16 8:0,5.165,1.81,325.7
465,2019/6/16 9:0,6.073,2.815,315.467
466,2019/6/16 10:0,6.503,2.57,327.95
467,2019/6/16 11:0,7.538,3.242,330.067
468,2019/6/16 12:0,8.992,3.058,324.333
469,2019/6/16 13:0,10.275,2.695,322.083
470,2019/6/16 14:0,10.158,2.122,311.767
471,2019/6/16 15:0,10.912,2.385,301.6
472,2019/6/16 16:0,11.127,2.747,306.317
473,2019/6/16 17:0,11.257,2.237,319.033
474,2019/6/16 18:0,11.813,1.853,325.25
475,2019/6/16 19:0,11.31,1.958,268.15
476,2019/6/16 20:0,11.352,1.903,264.983
477,2019/6/16 21:0,8.415,1.805,228.133
478,2019/6/16 22:0,6.333,1.162,243.117
479,2019/6/16 23:0,5.155,1.267,268.483
480,2019/6/17 0:0,5.193,1.098,291.083
481,2019/6/17 1:0,5.423,1.3,242.467
482,2019/6/17 2:0,4.485,1.168,284.6
483,2019/6/17 3:0,4.74,1.53,264.433
484,2019/6/17 4:0,4.185,1.327,217.133
485,2019/6/17 5:0,4.178,1.51,303.583
486,2019/6/17 6:0,5.39,1.472,285.283
487,2019/6/17 7:0,6.073,1.22,235.133
488,2019/6/17 8:0,6.885,0.805,126.883
489,2019/6/17 9:0,8.122,1.087,124.05
490,2019/6/17 10:0,8.79,1.568,260.867
491,2019/6/17 11:0,9.033,1.395,213.983
492,2019/6/17 12:0,9.528,1.498,213.183
493,2019/6/17 13:0,9.103,1.652,154.767
494,2019/6/17 14:0,9.183,3.05,323.033
495,2019/6/17 15:0,8.777,2.472,321.467
496,2019/6/17 16:0,7.912,2.762,318.7
497,2019/6/17 17:0,8.092,3.195,318.6
498,2019/6/17 18:0,8.553,2.303,323.517
499,2019/6/17 19:0,7.802,2.332,305.8
500,2019/6/17 20:0,6.485,2.052,252.783
501,2019/6/17 21:0,6.412,1.812,304.467
502,2019/6/17 22:0,5.813,1.578,299.5
503,2019/6/17 23:0,5.097,1.227,164.417
504,2019/6/18 0:0,4.473,1.827,224.65
505,2019/6/18 1:0,5.063,1.657,323.583
506,2019/6/18 2:0,4.813,1.795,322.083
507,2019/6/18 3:0,4.698,1.107,181.433
508,2019/6/18 4:0,4.26,0.95,210.833
509,2019/6/18 5:0,4.417,1.012,169.483
510,2019/6/18 6:0,4.707,1.068,193.85
511,2019/6/18 7:0,5.265,1.643,315.767
512,2019/6/18 8:0,6.003,1.77,327.15
513,2019/6/18 9:0,6.973,2.162,310.667
514,2019/6/18 10:0,8.83,1.35,152.55
515,2019/6/18 11:0,11.4,0.615,158.067
516,2019/6/18 12:0,12.593,0.787,201.617
517,2019/6/18 13:0,13.048,1.513,166.4
518,2019/6/18 14:0,13.33,1.742,146.6
519,2019/6/18 15:0,13.19,1.44,147.083
520,2019/6/18 16:0,11.802,1.522,257.217
521,2019/6/18 17:0,9.493,2.107,260.5
522,2019/6/18 18:0,8.89,1.942,286.25
523,2019/6/18 19:0,8.253,2.472,334.25
524,2019/6/18 20:0,9.147,1.555,266.0
525,2019/6/18 21:0,8.317,1.678,254.3
526,2019/6/18 22:0,6.957,1.62,223.85
527,2019/6/18 23:0,6.703,1.797,221.45
528,2019/6/19 0:0,5.99,2.022,217.133
529,2019/6/19 1:0,5.802,1.48,222.25
530,2019/6/19 2:0,5.112,1.85,191.283
531,2019/6/19 3:0,5.162,1.593,263.55
532,2019/6/19 4:0,4.747,1.687,247.367
533,2019/6/19 5:0,4.477,1.003,276.383
534,2019/6/19 6:0,5.418,1.41,262.85
535,2019/6/19 7:0,7.597,1.54,231.933
536,2019/6/19 8:0,9.577,1.432,166.683
537,2019/6/19 9:0,11.637,1.03,139.25
538,2019/6/19 10:0,13.102,1.712,137.083
539,2019/6/19 11:0,13.477,1.695,149.517
540,2019/6/19 12:0,14.76,1.475,146.083
541,2019/6/19 13:0,16.028,1.44,199.967
542,2019/6/19 14:0,16.743,1.368,174.983
543,2019/6/19 15:0,17.658,1.11,215.467
544,2019/6/19 16:0,17.078,1.773,247.167
545,2019/6/19 17:0,14.613,3.157,288.617
546,2019/6/19 18:0,13.32,3.3,264.983
547,2019/6/19 19:0,12.798,3.105,297.2
548,2019/6/19 20:0,12.74,1.732,311.2
549,2019/6/19 21:0,11.743,1.745,315.283
550,2019/6/19 22:0,9.145,1.352,295.267
551,2019/6/19 23:0,7.498,1.275,307.433
552,2019/6/20 0:0,7.375,1.328,237.333
553,2019/6/20 1:0,7.043,1.148,294.133
554,2019/6/20 2:0,6.272,0.833,241.433
555,2019/6/20 3:0,5.627,1.242,245.0
